,itemLabel,coordinate_location,countryLabel,temperature,vertical_depth,elevation_above_sea_level,length
0,Q100269443,Point(8.28495 52.1166),Alemanha,,,,
1,Q100757214,Point(8.240099 49.565309),Alemanha,,,,
2,Q1009597,Point(7.66472222 51.3675),Alemanha,,,,
3,Q101579973,Point(2.66501 48.40216),França,,,115.0,31.0
4,Q102178845,Point(22.22841 44.46235),Sérvia,,,,
5,Q102398508,Point(55.620985 -21.383124),França,,,,
6,Q10294626,Point(16.728433333 49.290248333),Chéquia,,,,
7,Q104628734,Point(25.7575 48.772777777),Ucrânia,,,,
8,Q104628978,Point(25.886427777 48.597205555),Ucrânia,,,,
9,Q104874955,Point(15.158189 50.598958),Chéquia,,,,
10,Q105054041,Point(35.3287 31.99322),Israel,,,,168.0
11,Q105178587,Point(12.41734721 47.38506274),Áustria,,,,
12,Q105200080,Point(9.23449 49.48357),Alemanha,,,,
13,Q105200097,Point(9.240731 49.324719),Alemanha,,,,
14,Q105213866,Point(9.292535 49.619694),Alemanha,,,,
15,Q105320988,Point(9.4926541 49.5779227),Alemanha,,,,
16,Q10541373,Point(12.50110833 56.29626944),Suécia,,,,
17,Q105532514,Point(1.993128 44.559942),França,,,,
18,Q105744531,Point(9.448716 49.56675),Alemanha,,,,
19,Q105746804,Point(9.288453 49.592049),Alemanha,,,,
20,Q106091455,Point(0.632218 43.230039),França,,,,
21,Q106200200,Point(18.404589 39.963524),Itália,,,,
22,Q106201679,Point(18.435213 40.268778),Itália,,,,
23,Q106201874,Point(18.339847 39.795495),Itália,,,,
24,Q106203205,Point(18.386153 39.84426),Itália,,,,
25,Q106203534,Point(18.376133 39.800016),Itália,,,,
26,Q106204049,Point(18.330747 39.800848),Itália,,,,
27,Q106205026,Point(18.445868 40.254943),Itália,,,,
28,Q106223935,Point(56.1 53.966666666),Rússia,,,,11.0
29,Q106223935,Point(56.1 53.966666666),Rússia,,,,10.0
30,Q106280249,Point(122.6596 -4.89819),Indonésia,,,,
31,Q106305069,Point(18.378225 39.806593),Itália,,,,
32,Q106305175,Point(18.380339 39.807122),Itália,,,,
33,Q106315797,Point(15.596057846 45.995261446),Eslovénia,,,,
34,Q106405747,Point(14.3571883 50.8213072),Chéquia,,,,
35,Q106485068,Point(1.733333 44.066667),França,,,,
36,Q106531657,Point(-20.189915609 64.839649792),Islândia,,,,
37,Q106696229,Point(-0.299630682 39.021000624),Espanha,,,,
38,Q106702243,Point(-65.811527777 -18.114472222),Bolívia,,,,
39,Q106704932,Point(47.272222 26.436111),Arábia Saudita,,,,
40,Q106772546,Point(42.788888888 23.006944444),Arábia Saudita,,,,
41,Q106870252,Point(47.318055555 26.479444444),Arábia Saudita,,,,
42,Q106870610,Point(47.353333333 26.725833333),Arábia Saudita,,,,
43,Q106886403,Point(47.175 26.558333333),Arábia Saudita,,,,
44,Q106887085,Point(53.765916666 16.874916666),Omã,,,,
45,Q107161704,Point(14.456587 50.9989),Chéquia,,,,
46,Q1072696,Point(7.51967 46.6794),Suíça,,,,
47,Q107287290,Point(-5.23885902 36.740646598),Espanha,,,,
48,Q107352746,Point(-1.535725593 47.123778896),França,,,,
49,Q107659233,Point(4.713531021 50.009324781),França,,,,
50,Q107723805,Point(19.329444444 50.677777777),Polónia,,,,25.0
51,Q107723867,Point(19.33 50.677777777),Polónia,,,,8.0
52,Q107742873,Point(19.4175 50.693055555),Polónia,,,,8.0
53,Q108046952,Point(5.402306 43.833956),França,,,430.0,50.0
54,Q108133615,Point(14.213524601 42.224982571),Itália,,,,
55,Q108380224,Point(13.3031 41.4035),Itália,,,,
56,Q108404214,Point(14.499081542 40.653914841),Itália,,,,
57,Q108404608,Point(-1.43073449 42.92236421),Espanha,,,,
58,Q108524589,Point(17.3709569 49.6822519),Chéquia,,,,
59,Q108783841,Point(8.0496 48.5805),Alemanha,,,,
60,Q108795471,Point(20.280333 49.237167),Eslováquia,,18.0,,50.0
61,Q108857713,Point(100.9596 12.538),Tailândia,,,,
62,Q108872201,Point(23.9375 42.283333333),Bulgária,,8.0,675.0,102.0
63,Q108920977,Point(0.654845 43.230759),França,,,,
64,Q109038432,Point(1.645 42.810833333),França,,,,
65,Q109038436,Point(-0.447777777 43.096111111),França,,,,
66,Q109038440,Point(0.343333333 46.158055555),França,,,,
67,Q109038441,Point(4.812777777 50.223055555),Bélgica,,,,
68,Q109066841,Point(18.086765 49.229886),Chéquia,,,,
69,Q109279756,Point(-1.832914699 41.21080541),Espanha,,,,
70,Q109584255,Point(-1.638988727 43.115756181),Espanha,,45.0,,
71,Q109602248,Point(136.426861111 35.371222222),Japão,,,,
72,Q109658090,Point(9.51111 48.5344),Alemanha,,,,
73,Q109853857,Point(34.543611 44.859167),Rússia,,,,
74,Q109860262,Point(34.553333 44.893889),Rússia,,,,
75,Q109885160,Point(35.144722 44.905833),Rússia,,,,
76,Q109887152,Point(35.054722 45.041111),Rússia,,,,
77,Q110259438,Point(25.931666666 48.551944444),Ucrânia,,,,550.0
78,Q110324402,Point(140.66575 37.355583333),Japão,,,,
79,Q110427321,Point(15.6538 50.8259),Polónia,,,,
80,Q110427684,Point(20.07 49.189166667),Polónia,,,,
81,Q110526210,Point(92.894742 55.926233),Rússia,,,,
82,Q110620445,Point(-2.107492232 37.092120145),Espanha,,,,1890.0
83,Q110714590,Point(10.61565492 47.55974936),Áustria,,,,
84,Q110947704,Point(13.365611111 50.243888888),Chéquia,,,,
85,Q111043273,Point(19.765 50.165556),Polónia,,,375.0,4.0
86,Q111145857,Point(-2.48661 36.86585),Espanha,,,,
87,Q111209269,Point(5.4709717 45.0323573),França,,,,
88,Q111211569,Point(5.4930626 45.0430096),França,,,,
89,Q111222895,Point(9.538055555 48.576944444),Alemanha,,,,
90,Q111468554,Point(7.534825 43.784094444),Itália,,,,
91,Q111609291,Point(-5.365499666 36.750756855),Espanha,,,,
92,Q111635228,Point(26.574256842 62.653840499),Finlândia,,,,
93,Q111635266,Point(26.45546 62.85345),Finlândia,,,,
94,Q111635275,Point(27.1798 63.03966),Finlândia,,,,
95,Q111683622,Point(19.768333333 50.187777777),Polónia,,,,10.5
96,Q111703588,Point(14.374863 50.041896),Chéquia,,,,
97,Q11175279,Point(16.5046 49.6339),Chéquia,,,,
98,Q112093114,Point(20.51051 48.7102),Eslováquia,,,,
99,Q112102779,Point(18.07381 48.91443),Eslováquia,,,,
100,Q112103484,Point(17.7877 48.4214),Eslováquia,,,,
101,Q112188916,Point(14.9029175 50.1432978),Chéquia,,,,
102,Q112195006,Point(11.166138888 49.390688888),Alemanha,,,,
103,Q112601915,Point(9.364492698 49.584600328),Alemanha,,,,
104,Q112708920,Point(9.336670618 49.443199208),Alemanha,,,,
105,Q112872452,Point(25.865777777 48.6418),Ucrânia,,,,
106,Q112958346,Point(22.16755 70.5328),Noruega,,,,
107,Q113270481,Point(-20.487904252 64.834490373),Islândia,,,,
108,Q113383716,Point(13.472952 46.151102),Itália,,,,
109,Q113488743,Point(-14.2072 28.30186),Espanha,,,,
110,Q11353359,Point(129.661325 33.023583),Japão,,,,
111,Q113553298,Point(7.298445372 48.057158751),França,,,,
112,Q113633052,Point(-2.0796 38.2258),Espanha,,,,
113,Q11380835,Point(14.1648585 49.9621984),Chéquia,,,,
114,Q11394644,Point(141.643139 40.0465),Japão,,,,
115,Q1139800,Point(7.16722 47.2644),Suíça,,,,
116,Q114057463,Point(6.63226 49.242524),França,,,,
117,Q114240730,Point(2.957555555 39.452666666),Espanha,,,,
118,Q1143230,Point(-83.42852778 22.67583333),Cuba,,,,
119,Q11434147,Point(139.076944444 35.824027777),Japão,,,,
120,Q114347515,Point(-40.570406 -20.180847),Brasil,,,,
121,Q11459186,Point(131.757122 32.949078),Japão,,,,
122,Q114867786,Point(8.813492 47.036734),Suíça,,,,
123,Q114906910,Point(167.116389 -21.004722),França,,,,
124,Q11492413,Point(134.55 33.735833),Japão,,,,
125,Q115311026,Point(11.66844356 45.87169223),Itália,,,,
126,Q115494847,Point(124.808011775 1.330751007),Indonésia,,,,
127,Q115496293,Point(124.788907802 1.213625768),Indonésia,,,,
128,Q11571438,Point(131.894753 33.031514),Japão,,,,
129,Q11573856,Point(139.522166666 35.368),Japão,,,,
130,Q115794268,Point(45.052998 35.882966),Iraque,,35.0,,
131,Q115859267,Point(-2.425624451 42.99295283),Espanha,,,,
132,Q115862751,Point(-2.962968605 42.902637429),Espanha,,,,
133,Q115867328,Point(-3.164516878 42.872950048),Espanha,,,,
134,Q115867397,Point(-2.438620807 38.455337965),Espanha,,,,
135,Q115869525,Point(-2.00307862 43.245330388),Espanha,,,,
136,Q115869639,Point(-0.088276263 42.292424845),Espanha,,,,
137,Q115901383,Point(17.11194 50.30937),Chéquia,,,,
138,Q11596823,Point(131.542783 32.900092),Japão,,,,
139,Q116051841,Point(18.240137998 54.598117688),Polónia,,,,
140,Q11631895,Point(133.624144 34.970406),Japão,,,,
141,Q116459721,Point(16.7378828 49.4076817),Chéquia,,,,
142,Q11657353,Point(133.5 35.0),Japão,,,,
143,Q11676274,Point(137.712206 34.849453),Japão,,,,
144,Q116951642,Point(15.09939 45.55367),Eslovénia,,,,
145,Q11695753,Point(20.4414 49.4197),Polónia,,,,
146,Q116977062,Point(2.620111111 39.736388888),,,,,
147,Q11715141,Point(20.656666666 48.609166666),Eslováquia,,,,
148,Q11721185,Point(18.1792 53.2189),Polónia,,,,
149,Q11721187,Point(19.691388888 50.159444444),Polónia,,,,
150,Q11721190,Point(19.598919 50.345906),Polónia,,,,
151,Q11721190,Point(19.706667 50.153944),Polónia,,,,
152,Q11721190,Point(19.271667 50.768056),Polónia,,,,
153,Q11721192,Point(19.8494 50.1747),Polónia,,,,
154,Q11721194,Point(19.722528 50.196528),Polónia,,,,
155,Q11721198,Point(19.749722 50.185556),Polónia,,,,
156,Q11721199,Point(19.8064 50.1722),Polónia,,,,
157,Q11721208,Point(18.9575 48.935833333),Eslováquia,,,,
158,Q11721210,Point(19.9433 49.2544),Polónia,,,,
159,Q11721213,Point(19.9783 49.2548),Polónia,,,,
160,Q11721216,Point(19.4124 49.7601),Polónia,,,,
161,Q11721218,Point(19.9083 49.2389),Polónia,,,,
162,Q11721219,Point(19.7972 50.2195),Polónia,,,,
163,Q11721220,Point(16.8658 50.2778),Polónia,,,,
164,Q11721221,Point(19.8024 50.0415),Polónia,,,,
165,Q11721222,Point(19.710833 50.189444),Polónia,,,,
166,Q11721225,Point(19.8925 49.2339),Polónia,,,,
167,Q11721226,Point(19.305833333 49.7475),Polónia,,,,
168,Q11721229,Point(19.9633 49.2494),Polónia,,,,
169,Q11721230,Point(19.8994 49.2389),Polónia,,,,
170,Q11721231,Point(19.805833333 50.170277777),Polónia,,,,
171,Q11721231,Point(19.80559 50.17038),Polónia,,,,
172,Q11721233,Point(19.9028 49.2386),Polónia,,,,
173,Q11721236,Point(21.329722 49.586389),Polónia,,,,
174,Q11721237,Point(19.8989 49.2464),Polónia,,,,
175,Q11721238,Point(19.87023 49.25356),Polónia,,,,
176,Q11721238,Point(19.8675 49.2408),Polónia,,,,
177,Q11721240,Point(19.5667 50.3334),Polónia,,,,
178,Q11721241,Point(19.147 50.829),Polónia,,,,
179,Q11721242,Point(18.958888888 48.935555555),Eslováquia,,,,
180,Q11721243,Point(19.5397 50.4073),Polónia,,,,
181,Q11721249,Point(19.636903 49.656578),Polónia,,,,
182,Q11721252,Point(19.8625 49.2394),Polónia,,,,214.0
183,Q11721253,Point(19.835 50.191666666),Polónia,,,,
184,Q11721255,Point(19.2802 50.7313),Polónia,,,,
185,Q11721256,Point(20.4308 50.8306),Polónia,,,,
186,Q11721257,Point(19.678055555 50.0925),Polónia,,,,
187,Q11721259,Point(18.7958 53.5128),Polónia,,,,
188,Q11721262,Point(19.8622 49.2397),Polónia,,,,
189,Q11721263,Point(16.731536111 50.344566666),Polónia,,,,
190,Q11721265,Point(18.7929 51.0977),Polónia,,,,
191,Q11721266,Point(20.748888888 50.462222222),Polónia,,,,
192,Q11721269,Point(19.27378 50.72698),Polónia,,,,
193,Q11721269,Point(19.271111111 50.728611111),Polónia,,,,
194,Q11721270,Point(19.721194 50.1965),Polónia,,,,
195,Q11721272,Point(19.810833333 50.206666666),Polónia,,,,
196,Q11721273,Point(21.690277777 49.534166666),Polónia,,,,
197,Q11721274,Point(19.90243 50.03894),Polónia,,12.7,215.0,500.0
198,Q11721277,Point(19.4614 50.2386),Polónia,,,,
199,Q11721278,Point(19.406666666 50.675),Polónia,,,,
200,Q11721281,Point(19.80646 50.17477),Polónia,,,,
201,Q11721281,Point(19.8064 50.1747),Polónia,,,,
202,Q11721283,Point(19.8647 49.2403),Polónia,,,,
203,Q11721284,Point(19.8833 49.2333),Polónia,,,,
204,Q11721285,Point(19.8642 49.24),Polónia,,,,
205,Q11721288,Point(16.8114 50.2878),Polónia,,,,
206,Q11721290,Point(21.0924 50.7825),Polónia,,,,
207,Q11721292,Point(19.8697 49.2458),Polónia,,,,
208,Q11721294,Point(19.7062 50.0712),Polónia,,,,
209,Q11721295,Point(19.754722222 50.180833333),Polónia,,,,
210,Q11721298,Point(16.848191666 50.238702777),Polónia,,,,
211,Q11721300,Point(16.8114 50.2878),Polónia,,,,
212,Q11721302,Point(20.428333333 49.428888888),Polónia,,,,
213,Q11721305,Point(16.727077777 50.354252777),Polónia,,,,
214,Q11721306,Point(19.703888888 50.165),Polónia,,,,
215,Q11721309,Point(19.703888888 50.165),Polónia,,,,
216,Q11721311,Point(114.876944444 4.071944444),Malásia,,,,
217,Q11724084,Point(20.418611111 48.581388888),Eslováquia,,,,
218,Q11744154,Point(20.835833333 48.620277777),Eslováquia,,,,
219,Q11744561,Point(19.9375 49.2528),Polónia,,,,
220,Q117475625,Point(-7.263998049 42.021772914),Espanha,,,,
221,Q117481184,Point(27.457525348 66.176231169),Finlândia,,,,
222,Q117485697,Point(5.321944444 44.924722222),França,,,,
223,Q11750083,Point(20.8325 48.629722222),Eslováquia,,,,
224,Q11765251,Point(19.965555555 48.783333333),Eslováquia,,,,
225,Q11766433,Point(20.516944444 48.546388888),Eslováquia,,,,
226,Q11766458,Point(20.546666666 48.545555555),Eslováquia,,,,
227,Q11767470,Point(20.783888888 48.65),Eslováquia,,,,
228,Q117712527,Point(3.5527187 43.7755379),França,,,,
229,Q11771518,Point(20.485555555 48.5225),Eslováquia,,,,
230,Q117715831,Point(9.136581 48.388733),Alemanha,,,,
231,Q11774585,Point(19.583763888 49.005627777),Eslováquia,,,,
232,Q11781563,Point(20.413333333 48.605277777),Eslováquia,,,,
233,Q11787649,Point(19.5714 49.8186),Polónia,,,,
234,Q11793332,Point(20.420555555 48.586944444),Eslováquia,,,,
235,Q11793337,Point(20.470277777 48.61),Eslováquia,,,,
236,Q117955641,Point(12.848599 50.609825),Alemanha,,,,
237,Q118124245,Point(9.861033 51.108433),Alemanha,,,,
238,Q118220239,Point(-7.200555555 43.043055555),Espanha,,,,
239,Q118289263,Point(46.926453856 25.01945238),Arábia Saudita,,,,
240,Q11830771,Point(19.905 49.2397),Polónia,,,,
241,Q118342377,Point(20.891666666 41.275277777),Macedónia do Norte,,,,
242,Q118351727,Point(18.431 47.657916666),Hungria,,,,
243,Q11836034,Point(16.6078 50.1911),Polónia,,,,
244,Q118513131,Point(11.674 46.424389),Itália,,,,
245,Q118547244,Point(-0.5869 40.7575),Espanha,,,,
246,Q11862691,Point(23.787777777 61.417777777),Finlândia,,,,
247,Q118763977,Point(14.21914 41.186328),Itália,,,,
248,Q118792691,Point(14.28312 48.51642),Áustria,,,,
249,Q118807695,Point(9.174642776 49.391735326),Alemanha,,,,
250,Q11898188,Point(23.859167 60.252222),Finlândia,,,,
251,Q11898265,Point(21.43959 69.19787),Finlândia,,,,
252,Q11915914,Point(2.940556 39.417222),Espanha,,,,
253,Q11915917,Point(2.8533 39.4633),Espanha,,,,
254,Q11915919,Point(2.827964 39.445786),Espanha,,,,
255,Q11915928,Point(2.67472222 42.64722222),França,,,262.7,
256,Q11915929,Point(2.667363 39.781858),Espanha,,,,
257,Q11915932,Point(2.834116 39.39985),Espanha,,,,
258,Q11915933,Point(2.77466 39.395),Espanha,,,,
259,Q11915934,Point(2.90328 39.4701),Espanha,,,,
260,Q11915935,Point(2.88553 39.421988),Espanha,,,,
261,Q11915936,Point(2.837386 39.492033),Espanha,,,,
262,Q11915937,Point(2.861696 39.488986),Espanha,,,,
263,Q11915938,Point(2.945555555 39.469166666),Espanha,,,,
264,Q11915939,Point(2.857028 39.496639),Espanha,,,,
265,Q11915940,Point(2.853062 39.447803),Espanha,,,,
266,Q11915941,Point(2.798181 39.484167),Espanha,,,,
267,Q11915942,Point(2.841667 39.501944),Espanha,,,,
268,Q11915950,Point(3.18055556 39.33555556),Espanha,,,,
269,Q11915951,Point(2.86213 39.528),Espanha,,,,
270,Q11915952,Point(2.76453 39.404956),Espanha,,,,
271,Q11915954,Point(3.24457222 39.62393611),Espanha,,,,
272,Q11915956,Point(2.766111 39.429722),Espanha,,,,
273,Q11915964,Point(-0.23194444 39.05333333),Espanha,,,,
274,Q11915972,Point(2.801909 39.453449),Espanha,,,,
275,Q11915976,Point(2.930608 39.421032),Espanha,,,,
276,Q11915981,Point(2.882241 39.44343),Espanha,,,,
277,Q11915987,Point(2.886688 39.424512),Espanha,,,,
278,Q11915989,Point(2.79139 39.5225),Espanha,,,,
279,Q11930281,Point(4.334540877 43.930198911),França,,,,
280,Q11946888,Point(78.1 30.35),Índia,,,,
281,Q119578454,Point(34.9549 32.584),Israel,,,,
282,Q119625447,Point(13.356671 47.812593),Áustria,,,640.0,
283,Q119643969,Point(14.356989 48.287306),Áustria,,,,
284,Q119778598,Point(14.582453 47.814673),Áustria,,,,
285,Q119847642,Point(9.504189 49.50988),Alemanha,,,,
286,Q119847704,Point(9.505828 49.538383),Alemanha,,,,
287,Q119847826,Point(9.548758 49.409309),Alemanha,,,,
288,Q119855094,Point(14.077293 47.663501),Áustria,,,,
289,Q119855114,Point(14.163867 47.710063),Áustria,,,,
290,Q119855237,Point(14.132208 48.060567),Áustria,,,,
291,Q119855422,Point(14.318183 47.758427),Áustria,,,,
292,Q119884791,Point(13.644 47.577),Áustria,,,,
293,Q12009776,Point(15.339739 67.104939),Noruega,,,,
294,Q120174680,Point(13.3630214 50.2422033),Chéquia,,,,
295,Q120175047,Point(13.3691386 50.2517217),Chéquia,,,,
296,Q12024561,Point(20.1652706 49.2268825),Eslováquia,,,,
297,Q12024562,Point(16.727521388 49.291528888),Chéquia,,,,
298,Q12024563,Point(16.9211 49.6722),Chéquia,,,,
299,Q12024565,Point(16.711315555 49.295408888),Chéquia,,,,
300,Q12024589,Point(16.713976388 49.294240277),Chéquia,,,,
301,Q12027265,Point(16.720488611 49.292760555),Chéquia,,,,
302,Q12027945,Point(16.715446111 49.294383888),Chéquia,,,,
303,Q12033744,Point(16.64 48.8164),Chéquia,,,,
304,Q12036859,Point(16.7732 49.3956),Chéquia,,,,
305,Q120401431,Point(14.6633939 50.62753),Chéquia,,,,
306,Q12041646,Point(34.8127778 31.5555556),Israel,,,,
307,Q12041646,Point(34.81185 31.55624),Israel,,,,
308,Q12045205,Point(13.3639 49.7889),Chéquia,,,,
309,Q12046571,Point(18.1248611 49.5881639),Chéquia,,,,
310,Q120473744,Point(33.7637444 44.5080103),Rússia,,,,
311,Q120500508,Point(9.55095 44.23703),Itália,,,,30.0
312,Q12050321,Point(16.729613611 49.292228611),Chéquia,,,,
313,Q12052394,Point(10.2143 46.7738),Suíça,,,,
314,Q12054530,Point(15.7409 50.4343),Chéquia,,,,
315,Q12055171,Point(16.693328333 49.308459722),Chéquia,,,,
316,Q120767306,Point(18.8304672 49.5212819),Chéquia,,,,
317,Q12079387,Point(45.26532 39.70428),Arménia,,,,
318,Q120836979,Point(12.302875489 46.208647792),Itália,,,,
319,Q120837900,Point(139.812 36.975861111),Japão,,,,
320,Q120920848,Point(-2.09408 42.84776),Espanha,,,,
321,Q120920977,Point(-2.09358 42.84728),Espanha,,,,
322,Q120968000,Point(7.778945 51.378143),Alemanha,,,,
323,Q12100847,Point(34.4575 44.8059),Ucrânia,,,,
324,Q12108555,Point(34.55371 44.89441),Ucrânia,,,,
325,Q121127244,Point(-69.155303415 12.297274965),Curaçau,,,,
326,Q121134149,Point(7.833383 51.380963),Alemanha,,,,
327,Q121139535,Point(8.809583 47.861667),Alemanha,,,,
328,Q121305541,Point(13.6249692 47.4693856),Áustria,,,,
329,Q12140397,Point(28.86226 48.04807),Ucrânia,,,,
330,Q12157466,Point(33.897777777 44.745),Rússia,,,,
331,Q121579502,Point(15.6496658 49.6038992),Chéquia,,,,
332,Q121589646,Point(130.960694444 31.780027777),Japão,,,,
333,Q12170989,Point(33.980278 44.804444),Rússia,,,,
334,Q12171044,Point(33.8145 44.5198),Rússia,,,,
335,Q121758478,Point(9.426956 49.429371),Alemanha,,,,
336,Q121775469,Point(15.741944 47.617222),Áustria,,,,
337,Q121775489,Point(15.74 47.616111),Áustria,,,,
338,Q121818489,Point(13.8329 47.8214),Áustria,,,,
339,Q121818891,Point(13.658649 47.546789),Áustria,,,,
340,Q121832446,Point(15.46922 47.20337),Áustria,,,,
341,Q122069091,Point(21.766359 44.554106),Sérvia,,,,
342,Q122146576,Point(21.9875 43.69804),Sérvia,,,,
343,Q122225912,Point(16.8082258 48.8091092),Chéquia,,,,
344,Q12253903,Point(-3.09916667 43.25833333),Espanha,,,,
345,Q12255069,Point(-1.51666667 43.26666667),Espanha,,,,
346,Q12255410,Point(-2.63833333 43.12527778),Espanha,,,,
347,Q12258947,Point(-3.08611111 43.01),Espanha,,,,
348,Q12261627,Point(-2.199722 42.881667),Espanha,,,,
349,Q12267744,Point(-2.815034558 43.075285954),Espanha,,,,
350,Q12269236,Point(-1.1675 42.90305556),Espanha,,,,
351,Q12277496,Point(24.0 43.183),Bulgária,,29.0,,159.0
352,Q122782053,Point(11.595761457 50.687643883),Alemanha,,,,
353,Q122819776,Point(-5.633165 37.485185),Espanha,,,,
354,Q12283293,Point(23.371286111 43.084722222),Bulgária,,12.0,,834.0
355,Q122841588,Point(6.510990277 46.8595875),Suíça,,9.0,1081.0,105.0
356,Q12285853,Point(23.773803 41.712083),Bulgária,8.7,115.0,1107.0,2175.0
357,Q12292754,Point(23.386233333 43.090080555),Bulgária,,,,316.0
358,Q12297956,Point(24.383333333 41.6),Bulgária,,,,510.0
359,Q123351081,Point(14.166938 47.619538),Áustria,,,,
360,Q123361407,Point(61.2007 58.2985),Rússia,,,,
361,Q123558273,Point(17.573888888 40.610277777),Itália,,,,
362,Q12362034,Point(27.046075 58.110442),Estónia,,,,
363,Q123680700,Point(59.3018 56.5019),Rússia,,33.0,,
364,Q12369031,Point(25.455695 58.116977),Estónia,,,,
365,Q12369531,Point(25.4851 58.13351),Estónia,,,,
366,Q12370029,Point(25.850549 58.200065),Estónia,,,,
367,Q12371838,Point(25.599703 58.267526),Estónia,,,,
368,Q12378571,Point(24.83967 59.51798),Estónia,,,,
369,Q12378762,Point(24.95861111 59.19444444),Estónia,,,,
370,Q123916498,Point(12.74835 43.37167),Itália,,,,
371,Q124000307,Point(5.638611 43.535),,,,850.0,
372,Q124034351,Point(9.183556514 49.454426661),Alemanha,,,,
373,Q124036185,Point(14.2794914 50.8832792),Chéquia,,,,
374,Q124050718,Point(13.6707599 45.7585892),Itália,,,,
375,Q124153349,Point(59.2815 56.5001),Rússia,,,,
376,Q124310029,Point(-1.578194444 38.236611111),Espanha,,,,
377,Q124400060,Point(6.911785 46.020476),França,,,1445.0,
378,Q124416340,Point(6.96289 49.77551),Alemanha,,,,
379,Q124622758,Point(100.00739 12.180042),Tailândia,,,,
380,Q125025725,Point(12.527354 47.070347),Áustria,,,1275.0,
381,Q125148801,Point(-1.81495845 42.797982661),País Basco,,,741.0,
382,Q125195381,Point(-0.261111111 38.928888888),Espanha,,,,
383,Q125198027,Point(1.6733 49.0826),França,,,,
384,Q12531321,Point(69.2723 46.4761),Cazaquistão,,,,
385,Q125374163,Point(14.606351184 40.636067707),Itália,,,,
386,Q125393107,Point(7.830545 49.116361),Alemanha,,,,
387,Q125401142,Point(-0.918702 43.139509),França,,,,
388,Q125537809,Point(14.06912 50.96276),Alemanha,,,,
389,Q125537902,Point(14.12645 50.90464),Alemanha,,,,
390,Q12631884,Point(18.015 42.734167),Croácia,,,,
391,Q12644666,Point(17.699166666 44.019166666),Bósnia e Herzegovina,,,,
392,Q12646024,Point(15.22388889 45.26722222),Croácia,,,,
393,Q12646068,Point(13.890417 44.880833),Croácia,,,,
394,Q1268982,Point(12.6471 47.5384),Áustria,,,,
395,Q12716083,Point(12.0530513 66.5024405),Noruega,,,,
396,Q12721332,Point(25.20582962 45.5194397),Roménia,,,,
397,Q12721333,Point(23.27444 46.15556),Roménia,,,,
398,Q12721334,Point(22.80972 46.49389),Roménia,,,,
399,Q12721335,Point(22.8225 46.50444),Roménia,,,,
400,Q12721336,Point(22.83194 46.4725),Roménia,,,,
401,Q12737924,Point(24.13083 45.28917),Roménia,,,,
402,Q12737926,Point(22.54444 45.01333),Roménia,,,,
403,Q12737928,Point(25.47 45.99139),Roménia,,,,
404,Q12737931,Point(23.46111 46.38139),Roménia,,,,
405,Q12737932,Point(21.8874 45.0742),Roménia,,,,
406,Q12737935,Point(23.58833 47.39806),Roménia,,,,
407,Q12737943,Point(22.95611 45.10694),Roménia,,,,
408,Q12737948,Point(22.81444 46.66528),Roménia,,,,
409,Q12737952,Point(25.29166985 45.50638962),Roménia,,,,
410,Q12737953,Point(22.76056 45.07278),Roménia,,,,
411,Q12737958,Point(24.125 45.27194),Roménia,,,,
412,Q12737959,Point(23.55694 47.36167),Roménia,,,,
413,Q12737961,Point(24.13028 45.27083),Roménia,,,,
414,Q12737966,Point(22.261219 44.595342),Roménia,,,,
415,Q12737969,Point(25.19499969 45.50860977),Roménia,,,,
416,Q12737970,Point(22.76389 46.6575),Roménia,,,,
417,Q12737971,Point(22.32694 46.86222),Roménia,,,,
418,Q12737973,Point(22.3725 46.84667),Roménia,,,,
419,Q12737976,Point(24.12471962 45.2694397),Roménia,,,,
420,Q12737978,Point(24.02499962 47.59444046),Roménia,,,,
421,Q12737979,Point(22.68306 46.91667),Roménia,,,,
422,Q12737980,Point(21.738056 44.731111),Roménia,,,,
423,Q12737983,Point(23.87667 47.90833),Roménia,,,,
424,Q12737985,Point(22.77361 46.6575),Roménia,,,,
425,Q12737987,Point(22.57389 46.53417),Roménia,,,,
426,Q12762046,Point(20.2772222 49.2341667),Eslováquia,,,,
427,Q12763052,Point(18.0736917 48.9143694),Eslováquia,,,,10.0
428,Q12763498,Point(21.8311111 48.8983333),Eslováquia,,,,
429,Q12766941,Point(18.818466666 49.155516666),Eslováquia,,,,
430,Q12767023,Point(19.0285833 48.84405),Eslováquia,,,,
431,Q12770929,Point(19.674166666 49.008055555),Eslováquia,,,,871.0
432,Q12787007,Point(15.0115 45.7039),Eslovénia,,,,
433,Q12791913,Point(13.8951 45.593),Eslovénia,,,,
434,Q12792331,Point(15.2488 45.5832),Eslovénia,,,,
435,Q12793308,Point(15.1684 46.2986),Eslovénia,,,,
436,Q12793573,Point(13.9565 45.682),Eslovénia,,,,
437,Q12798024,Point(13.862 45.573),Eslovénia,,,,
438,Q12800081,Point(13.445 46.355277777),Eslovénia,,,,
439,Q12804406,Point(13.842969833 46.381639833),Eslovénia,,,,
440,Q12806619,Point(14.3035 45.7907),Eslovénia,,,,
441,Q12807649,Point(14.8849 45.6543),Eslovénia,,,,
442,Q12904505,Point(20.943888888 41.293333333),Macedónia do Norte,,,,76.0
443,Q12909549,Point(20.9187 41.7023),Macedónia do Norte,,,820.0,1300.0
444,Q13373935,Point(20.455 49.3831),Eslováquia,,,,
