,itemLabel,coordinate_location,countryLabel,temperature,vertical_depth,elevation_above_sea_level,length
10594,Avenc del Llamp,Point(1.908947715 41.283211569),Espanha,,,,
10595,Avenc del Llorer,Point(1.882245148 41.314788044),Espanha,,,,
10596,Avenc del Magí,Point(0.6894062 41.182352504),Espanha,,,,
10597,Avenc del Mainer,Point(1.47538599 41.292922393),Espanha,,,,
10598,Avenc del Mall,Point(1.909062351 41.289950322),Espanha,,,,
10599,Avenc del Margalló,Point(1.912092271 41.294473774),Espanha,,,,
10600,Avenc del Marianet,Point(1.928186886 41.28822038),Espanha,,,,
10601,Avenc del Marquès,Point(0.871076184 41.038236378),Espanha,,,,
10602,Avenc del Martín,Point(1.933860734 41.288876579),Espanha,,,,
10603,Avenc del Merla,Point(1.476835775 41.200237119),Espanha,,,,
10604,Avenc del Montlleó,Point(0.829651561 41.311945541),Espanha,,,,
10605,Avenc del Mustafà,Point(1.933142207 41.290464264),Espanha,,,,
10606,Avenc del Nenet,Point(0.687294591 41.186795567),Espanha,,,,
10607,Avenc del Nus,Point(1.908324951 41.289051581),Espanha,,,,
10608,Avenc del Pedró,Point(0.740920149 42.049370611),Espanha,,,,
10609,Avenc del Penya-segat de la Falconera,Point(1.891683482 41.249151043),Espanha,,,,
10610,Avenc del Pi,Point(0.904925444 41.079696079),Espanha,,,,
10611,Avenc del Pic,Point(1.90919591 41.305588708),Espanha,,,,
10612,Avenc del Pla,Point(0.91176354 41.079901323),Espanha,,,,
10613,Avenc del Pla de les Basses,Point(1.857863698 41.33311313),Espanha,,,,
10614,Avenc del Pollo,Point(0.609211346 40.923725249),Espanha,,,,
10615,Avenc del Pudol,Point(0.801045964 41.289776806),Espanha,,,,
10616,Avenc del Puig Sabataire,Point(1.892996615 41.278114114),Espanha,,,,
10617,Avenc del Rabassó,Point(0.861067189 41.154307215),Espanha,,,,
10618,Avenc del Raimundo,Point(1.90664827 42.152375632),Espanha,,,,
10619,Avenc del Raspós,Point(1.912880186 41.301687266),Espanha,,,,
10620,Avenc del Raspós Petit,Point(1.912077801 41.301094194),Espanha,,,,
10621,Avenc del Ratolí,Point(0.836541238 41.081449305),Espanha,,,,
10622,Avenc del Roc,Point(1.911716579 41.294082898),Espanha,,,,
10623,Avenc del Sacatapos,Point(1.910577291 41.273543846),Espanha,,,,
10624,Avenc del Salvet,Point(0.863114467 41.074721574),Espanha,,,,
10625,Avenc del Serralet Rodó,Point(1.931250455 41.2827092),Espanha,,,,
10626,Avenc del Tell,Point(1.913856183 41.283897526),Espanha,,,,
10627,Avenc del Torrent de la Falconera,Point(1.889599059 41.250310956),Espanha,,,,
10628,Avenc del Vent,Point(0.828314721 41.306155892),Espanha,,,,
10629,Avenc del Xatau,Point(1.159617007 41.317228046),Espanha,,,,
10630,Avenc dels Ametllers,Point(0.896104148 41.070762194),Espanha,,,,
10631,Avenc dels Aragalls,Point(1.9059975 41.276103607),Espanha,,,,
10632,Avenc dels Casals,Point(1.861552837 41.327826257),Espanha,,,,
10633,Avenc dels Constants,Point(0.867432715 41.102399789),Espanha,,,,
10634,Avenc dels Cops,Point(1.919708962 41.272224718),Espanha,,,,
10635,Avenc dels Esquelets,Point(1.850979656 41.301176049),Espanha,,,,
10636,Avenc dels Garrics,Point(1.93032474 41.281628699),Espanha,,,,
10637,Avenc dels Guerrillers,Point(1.950338751 41.295738668),Espanha,,,,
10638,Avenc dels Llambrics,Point(1.91226853 41.287458543),Espanha,,,,
10639,Avenc dels Pinyeters,Point(1.499131952 41.353682694),Espanha,,,,
10640,Avenc dels Quatre,Point(1.785822895 42.127528079),Espanha,,,,
10641,Avenc dels Quatre Forats,Point(1.866972844 41.300523916),Espanha,,,,
10642,Avenc dels Reis,Point(1.907237843 41.28835669),Espanha,,,,
10643,Avenc dels Sitgetans,Point(1.845622444 41.305581169),Espanha,,,,
10644,Avenc dels Topògrafs,Point(1.88095851 41.381583952),Espanha,,,,
10645,Avenc dels Troncs,Point(2.578799369 42.116805769),Espanha,,,,
10646,Avenc petit del Bastó,Point(1.915135535 41.286683925),Espanha,,,,
10647,Avencs de la Solana,Point(0.876169758 41.030403953),Espanha,,,,
10648,Avencs del Torrent Fondo,Point(1.839046241 41.575230065),Espanha,,,,
10649,Avencs del Verdeguer,Point(1.636772081 41.469779008),Espanha,,,,
10650,Balma Cogulera,Point(1.935397813 42.084936502),Espanha,,,,
10651,Balma Fosca,Point(2.113741956 42.029657755),Espanha,,,,
10652,Balma Gran,Point(1.773599222 41.880036121),Espanha,,,,
10653,Balma Grossa,Point(2.431955649 42.000222722),Espanha,,,,
10654,Balma Maçaneta,Point(1.989572748 42.114075583),Espanha,,,,
10655,Balma Molosa,Point(1.983981478 42.111981768),Espanha,,,,
10656,Balma Negra,Point(1.880311011 42.086429619),Espanha,,,,
10657,Balma Negra,Point(1.885216218 42.036897188),Espanha,,,,
10658,Balma Negra,Point(1.792091452 42.254013821),Espanha,,,,
10659,Balma Negra,Point(2.027101244 42.079653317),Espanha,,,,
10660,Balma Negra,Point(1.931295651 42.059203135),Espanha,,,,
10661,Balma Negra,Point(1.931397107 42.052431255),Espanha,,,,
10662,Balma Paredada,Point(2.16352033 42.372494188),Espanha,,,,
10663,Balma Polvora,Point(2.659635642 42.330163074),Espanha,,,,
10664,Balma Roja,Point(2.378093903 42.143507154),Espanha,,,,
10665,Balma Roja,Point(1.554350492 42.105283341),Espanha,,,,
10666,Balma d'Ambesa,Point(2.052953433 41.669586084),Espanha,,,,
10667,Balma d'en Birol,Point(2.664978447 42.265658509),Espanha,,,,
10668,Balma d'en Cànem,Point(2.339441933 41.997638105),Espanha,,,,
10669,Balma d'en Llong,Point(2.836375655 42.431716593),Espanha,,,,
10670,Balma d'en Pei,Point(2.557524288 42.309001325),Espanha,,,,
10671,Balma d'en Pere Petallut,Point(1.968329809 42.023137977),Espanha,,,,
10672,Balma d'en Ranella,Point(2.638373305 42.283031758),Espanha,,,,
10673,Balma d'en Serra,Point(2.025343907 42.040424377),Espanha,,,,
10674,Balma d'en Ton,Point(2.129850206 41.692468441),Espanha,,,,
10675,Balma d'en Tòfol,Point(2.335301703 42.39855646),Espanha,,,,
10676,Balma de Bosques Cabanyes,Point(2.391907231 42.003674241),Espanha,,,,
10677,Balma de Ca,Point(2.176647152 41.689390575),Espanha,,,,
10678,Balma de Ca n'Eloi,Point(1.816494478 42.025959774),Espanha,,,,
10679,Balma de Cal Calau,Point(1.818973009 42.006909668),Espanha,,,,
10680,Balma de Cal Ferrer,Point(1.736129117 42.057732981),Espanha,,,,
10681,Balma de Cal Ganxó,Point(1.231708314 41.998337149),Espanha,,,,
10682,Balma de Cal Mànigues,Point(1.981053466 42.065194673),Espanha,,,,
10683,Balma de Cal Pansit,Point(1.959968744 42.085504076),Espanha,,,,
10684,Balma de Cal Ramonet,Point(1.817053659 42.067448985),Espanha,,,,
10685,Balma de Cal Tururut,Point(1.623025956 42.041354954),Espanha,,,,
10686,Balma de Can Solà,Point(1.749226187 41.59956175),Espanha,,,,
10687,Balma de Centenelles,Point(1.949401596 42.185053523),Espanha,,,,
10688,Balma de Cerdanyà,Point(1.934492248 42.01256145),Espanha,,,,
10689,Balma de Claperol,Point(2.495928613 42.062765947),Espanha,,,,
10690,Balma de Comaposada,Point(1.780308035 41.895454856),Espanha,,,,
10691,Balma de Cortils,Point(2.445944378 42.010639693),Espanha,,,,
10692,Balma de Crisp,Point(1.919966832 42.197632017),Espanha,,,,
10693,Balma de Gata Fera,Point(2.011515639 42.109376272),Espanha,,,,
10694,Balma de Grau Pedrís,Point(1.96333162 42.196672196),Espanha,,,,
10695,Balma de Jonoll,Point(1.961673346 42.189209056),Espanha,,,,
10696,Balma de Jupal,Point(1.659314859 42.195989288),Espanha,,,,
10697,Balma de Llinars,Point(2.813011603 42.426898683),Espanha,,,,
10698,Balma de Moroi,Point(1.930296646 42.194864843),Espanha,,,,
10699,Balma de Muntanyola,Point(2.048200358 42.085135036),Espanha,,,,
10700,Balma de Narriu,Point(1.936352492 42.197749106),Espanha,,,,
10701,Balma de Palaci,Point(1.668497978 41.704324279),Espanha,,,,
10702,Balma de Prats,Point(2.03360976 41.957327951),Espanha,,,,
10703,Balma de Roca Roja,Point(1.88063405 42.221238345),Espanha,,,,
10704,Balma de Santa Cecília,Point(1.70516766 42.266033998),Espanha,,,,
10705,Balma de Segalars,Point(1.831573853 42.326939436),Espanha,,,,
10706,Balma de Terradelles,Point(1.958295831 42.186179361),Espanha,,,,
10707,Balma de Valldaura,Point(1.938743391 42.08514762),Espanha,,,,
10708,Balma de l'Alou,Point(1.829561635 42.118210817),Espanha,,,,
10709,Balma de l'Ermita,Point(2.592741736 42.323154378),Espanha,,,,
10710,Balma de l'Espluga,Point(1.891251032 41.575781416),Espanha,,,,
10711,Balma de l'Espluga,Point(1.705370777 42.317703636),Espanha,,,,
10712,Balma de l'Estret,Point(2.427025581 42.003314509),Espanha,,,,
10713,Balma de l'Olla,Point(0.711488597 42.072166361),Espanha,,,,
10714,Balma de l'Orri,Point(1.742526226 42.196382369),Espanha,,,,
10715,Balma de l'Ovella Morta,Point(2.193760215 42.254839155),Espanha,,,,
10716,Balma de la Corona,Point(0.716540518 42.052967559),Espanha,,,,
10717,Balma de la Cortada,Point(1.977568431 42.009674888),Espanha,,,,
10718,Balma de la Croixa,Point(2.091954859 41.780830677),Espanha,,,,
10719,Balma de la Mariana,Point(2.647430386 42.274864307),Espanha,,,,
10720,Balma de la Mel,Point(1.945242621 41.681735193),Espanha,,,,
10721,Balma de la Molsó,Point(2.200079307 42.378203728),Espanha,,,,
10722,Balma de la Penyora,Point(1.6102153 42.073659229),Espanha,,,,
10723,Balma de la Recatera,Point(2.416687435 42.022005172),Espanha,,,,
10724,Balma de la Roqueta,Point(2.037471958 42.097393312),Espanha,,,,
10725,Balma de la Serra,Point(1.473814384 42.052337455),Espanha,,,,
10726,Balma de la Vall,Point(2.103304518 42.114687538),Espanha,,,,
10727,Balma de les Bruixes,Point(1.887391896 42.224870535),Espanha,,,,
10728,Balma de les Cabres,Point(1.956031958 42.185402257),Espanha,,,,
10729,Balma de les Catisques,Point(2.517105523 42.321942178),Espanha,,,,
10730,Balma de les Esplugues,Point(1.951938291 41.95988078),Espanha,,,,
10731,Balma de les Esqueres,Point(1.952484333 42.018599292),Espanha,,,,
10732,Balma de les Gallinetes,Point(2.18221638 41.704120819),Espanha,,,,
10733,Balma de les Heures,Point(2.003315168 42.075387299),Espanha,,,,
10734,Balma de les Mosqueres,Point(2.710064524 42.338758427),Espanha,,,,
10735,Balma de les Pastorelles,Point(1.99948368 41.955918792),Espanha,,,,
10736,Balma de les Picotoses,Point(2.28141863 42.283998465),Espanha,,,,
10737,Balma de les Piques,Point(2.403287882 41.997897679),Espanha,,,,
10738,Balma de les Tutes,Point(1.905367945 42.199258841),Espanha,,,,
10739,Balma de les Òlibes,Point(2.01899208 42.024491839),Espanha,,,,
10740,Balma de les Òlibes,Point(2.001843268 42.035070696),Espanha,,,,
10741,Balma del Berenguer,Point(1.980818702 42.05493427),Espanha,,,,
10742,Balma del Borrec,Point(2.529224803 42.311167194),Espanha,,,,
10743,Balma del Calderer,Point(1.707049787 42.236227204),Espanha,,,,
10744,Balma del Castell,Point(2.391691 41.980733219),Espanha,,,,
10745,Balma del Castell de Roset,Point(1.907242559 42.149490283),Espanha,,,,
10746,Balma del Cavaller,Point(1.725603975 42.153074062),Espanha,,,,
10747,Balma del Corneta,Point(2.572822752 42.285958496),Espanha,,,,
10748,Balma del Doctor Àngel,Point(1.909401695 42.200648193),Espanha,,,,
10749,Balma del Duc,Point(2.074398906 42.091924025),Espanha,,,,
10750,Balma del Fe,Point(1.878041674 42.338093664),Espanha,,,,
10751,Balma del Gall,Point(2.045375371 41.96778397),Espanha,,,,
10752,Balma del Garet,Point(2.035737685 42.047411127),Espanha,,,,
10753,Balma del Grau del Tell,Point(2.313602835 42.133439583),Espanha,,,,
10754,Balma del Grauet,Point(1.644647032 42.218683364),Espanha,,,,
10755,Balma del Mas,Point(2.085828885 42.073183232),Espanha,,,,
10756,Balma del Mas del Llor,Point(1.114191108 41.352547886),Espanha,,,,
10757,Balma del Moro,Point(1.990510074 42.28414819),Espanha,,,,
10758,Balma del Mut,Point(1.404406866 42.028040128),Espanha,,,,
10759,Balma del Pedrós,Point(2.073397936 41.763380258),Espanha,,,,
10760,Balma del Pont,Point(1.978117384 42.044778004),Espanha,,,,
10761,Balma del Porc,Point(1.899997422 42.009948396),Espanha,,,,
10762,Balma del Prat,Point(2.050145878 42.045477806),Espanha,,,,
10763,Balma del Rabent,Point(1.88469637 42.225871055),Espanha,,,,
10764,Balma del Racó,Point(2.047950276 42.04928736),Espanha,,,,
10765,Balma del Rei,Point(1.953784969 42.189479616),Espanha,,,,
10766,Balma del Senglar,Point(2.661419737 42.327925828),Espanha,,,,
10767,Balma del Setrill,Point(1.986319895 42.105661979),Espanha,,,,
10768,Balma del Sord,Point(2.011007539 42.063457303),Espanha,,,,
10769,Balma del Tec,Point(1.7216736 42.155317905),Espanha,,,,
10770,Balma del Tiragle,Point(2.338832292 42.324934475),Espanha,,,,
10771,Balma del Tiu,Point(2.103831552 41.690890411),Espanha,,,,
10772,Balma del Vent,Point(1.814439695 42.386202646),Espanha,,,,
10773,Balma del Ventador,Point(1.684150251 42.171735164),Espanha,,,,
10774,Balma del Violí,Point(1.962935742 42.194957437),Espanha,,,,
10775,Balma del Xerri,Point(1.55832471 42.091616878),Espanha,,,,
10776,Balma dels Al·luvions,Point(1.810567016 42.381560522),Espanha,,,,
10777,Balma dels Bous,Point(2.037329589 42.074020506),Espanha,,,,
10778,Balma dels Bous,Point(1.92068318 42.059274936),Espanha,,,,
10779,Balma dels Carlins,Point(1.990265172 41.946741422),Espanha,,,,
10780,Balma dels Conills,Point(2.053287378 42.025950691),Espanha,,,,
10781,Balma dels Conills,Point(1.649434411 42.039795473),Espanha,,,,
10782,Balma dels Corbs,Point(1.821175729 42.022990799),Espanha,,,,
10783,Balma dels Culleraires,Point(1.557374056 42.110617048),Espanha,,,,
10784,Balma dels Desertors,Point(1.890036558 42.208090666),Espanha,,,,
10785,Balma dels Gats,Point(1.896396829 42.09102559),Espanha,,,,
10786,Balma dels Gitanos,Point(2.022010582 41.978845509),Espanha,,,,
10787,Balma dels Gitanos,Point(2.528767923 42.304095487),Espanha,,,,
10788,Balma dels Lladres,Point(1.965594497 42.091237951),Espanha,,,,
10789,Balma dels Lladres,Point(2.189197869 42.009455523),Espanha,,,,
10790,Balma dels Moros,Point(1.443025152 41.964652748),Espanha,,,,
10791,Balma dels Polvoraires,Point(2.558621452 42.290894147),Espanha,,,,
10792,Balma dels Pujols,Point(1.597774189 42.050694937),Espanha,,,,
10793,Balma dels Pòtols,Point(1.97599483 42.009904035),Espanha,,,,
10794,Balma dels Racons,Point(2.013420486 42.05124733),Espanha,,,,
10795,Balma dels Teixidors,Point(2.475743113 42.004078734),Espanha,,,,
10796,Balma dels Ternals,Point(1.68899595 42.163387895),Espanha,,,,
10797,Balma dels Óssos,Point(1.881451891 42.102697193),Espanha,,,,
10798,Balmes d'Uja,Point(2.579013733 42.3179713),Espanha,,,,
10799,Balmes de Ca l'Isidret,Point(1.827702506 42.21569312),Espanha,,,,
10800,Balmes de les Calces,Point(1.966086263 42.188177176),Espanha,,,,
10801,Balmes de les Fleus,Point(2.276872911 42.157414078),Espanha,,,,
10802,Balmes de les Planelles,Point(2.569576308 42.042449774),Espanha,,,,
10803,Balmes del Burbau,Point(2.271737402 42.1598043),Espanha,,,,
10804,Balmes del Colom Gros,Point(2.336730649 41.998279953),Espanha,,,,
10805,Balmes del Grau,Point(2.022389669 42.014811824),Espanha,,,,
10806,Balmes del Molí,Point(2.157143034 41.971333943),Espanha,,,,
10807,Balmes del Pal,Point(2.670050554 42.336975129),Espanha,,,,
10808,Balmes del Teixidor,Point(2.270841051 42.155637675),Espanha,,,,
10809,Balmes del Vinyal,Point(2.357444754 42.004819481),Espanha,,,,
10810,Balmes del Xerri,Point(2.626170661 42.295556271),Espanha,,,,
10811,Balmes dels Ferrers,Point(2.272160904 42.140803574),Espanha,,,,
10812,Balzi Rossi,Point(7.53555556 43.78333333),Itália,,,,
10813,Barnoia,Point(1.689259996 42.077813651),Espanha,,,,
10814,Bauma Blanca,Point(2.046328536 42.288012274),Espanha,,,,
10815,Bauma Conrera,Point(2.139461897 42.343857142),Espanha,,,,
10816,Bauma Gran,Point(1.802059233 41.65535551),Espanha,,,,
10817,Bauma Griera,Point(2.125064083 42.34119947),Espanha,,,,
10818,Bauma Paredada,Point(2.131098324 42.342902468),Espanha,,,,
10819,Bauma Roja,Point(2.143046675 42.343604804),Espanha,,,,
10820,Bauma de Picanyes,Point(2.003213446 42.177572229),Espanha,,,,
10821,Bauma de la Llosa,Point(2.142290004 42.343004748),Espanha,,,,
10822,Bauma de la Trona,Point(2.136538446 42.341025281),Espanha,,,,
10823,Bauma de les Vaqueres,Point(0.76128294 42.044132126),Espanha,,,,
10824,Bauma de les Vinyes,Point(2.009659678 42.168738883),Espanha,,,,
10825,Bauma del Quer,Point(2.463091775 42.272942636),Espanha,,,,
10826,Bauma del Taronja,Point(2.119237196 42.350755276),Espanha,,,,
10827,Bauma lo Quer,Point(2.137417804 42.34330142),Espanha,,,,
10828,Baumes de Rialb,Point(2.177717841 42.339959084),Espanha,,,,
10829,Bavorell de Donamorta,Point(0.97796475 41.93013107),Espanha,,,,
10830,Beaver Creek Rockshelter,Point(-103.470555555 43.581666666),Estados Unidos,,,,
10831,Bettelküche bei Staubershammer,Point(11.58805 49.708730555),Alemanha,,,413.0,
10832,Binghöhle,Point(11.2169 49.8122),Alemanha,,,380.0,270.0
10833,Bismarckgrotte bei Rinnenbrunn,Point(11.5766 49.5989),Alemanha,,,487.0,
10834,Bodenberghöhle,Point(11.551269444 49.542230555),Alemanha,,,555.0,
10835,Bora Gran d'en Carreres,Point(2.746911937 42.173878099),Espanha,,,,
10836,Boratuna,Point(2.714671268 42.02501507),Espanha,,,,
10837,Bores d'en Masallera,Point(2.409875629 42.067633547),Espanha,,,,
10838,Bores de la Rambla,Point(2.430919102 42.014916373),Espanha,,,,
10839,Bower Cave,Point(-120.035924 37.748007),Estados Unidos,,,,
10840,Bracken Cave,Point(-98.352605555 29.68715),Estados Unidos,,,,
10841,Breitensteiner Bäuerin,Point(11.59063 49.60832),Alemanha,,,484.0,230.0
10842,Bucher Höhle (Dillberg),Point(11.3749 49.3249),Alemanha,,,568.0,400.0
10843,Buraco das Araras,Point(-47.19972222 -15.61638889),Brasil,,,,
10844,Buraco do Cão,Point(-41.612063 -12.394279),Brasil,,,,
10845,Buraco do Padre,Point(-43.26833333 -22.9025),Brasil,,,,
10846,Buraco do Padre,Point(-49.96851111 -25.17175833),Brasil,,,,
10847,Burghöhle Strahlenfels,Point(11.377083333 49.653233333),Alemanha,,,,
10848,Bärental in Oberfranken,Point(11.26557 50.05157),Alemanha,,,465.0,3000.0
10849,Bärental in Oberfranken,Point(11.2562 50.0599),Alemanha,,,465.0,3000.0
10850,Bòfies de Boixedera,Point(1.683831561 42.066133376),Espanha,,,,
10851,Cabana de la Portella,Point(1.046399765 42.293859984),Espanha,,,,
10852,Cabanot de Fenoi,Point(1.082374525 42.247169192),Espanha,,,,
10853,Cabanot de Roques,Point(1.069934472 42.407630564),Espanha,,,,
10854,Cabanot del Parracó,Point(1.104594573 42.255598851),Espanha,,,,
10855,Cal Pallars,Point(1.673717035 42.095629599),Espanha,,,,
10856,Caldeirão dos Rodrigues,Point(-42.5584345 -8.82088),Brasil,,,,
10857,Cambra de les Monges,Point(2.276215993 42.283947735),Espanha,,,,
10858,Cambretes del Mas,Point(1.00413211 42.118275225),Espanha,,,,
10859,Camões Grotto,Point(113.539302777 22.200533333),China,,,,
10860,Cap del Forat,Point(1.436579882 42.07758495),Espanha,,,,
10861,Carlsbad Cavern,Point(-104.441039 32.177057),Estados Unidos,,,,
10862,Casa Guerxo,Point(1.106479569 42.183646346),Espanha,,,,
10863,Casa Meler,Point(1.108963289 42.190504782),Espanha,,,,
10864,"Casal (ou Quinta) de Porto Côvo, incluindo a Gruta natural de Porto Côvo",Point(-9.424108 38.754669),Portugal,,,,
10865,Castell de la Fossa,Point(2.390925152 42.006623201),Espanha,,,,
10866,Cau d'Arena,Point(0.408038419 40.988604089),Espanha,,,,
10867,Cau de l'Aram,Point(1.557791144 42.020658688),Espanha,,,,
10868,Cau de la Figuera,Point(3.143212817 42.051381501),Espanha,,,,
10869,Cau de la Guilla,Point(3.193782494 42.26044527),Espanha,,,,
10870,Cau de la Guineu,Point(1.220992235 41.745299159),Espanha,,,,
10871,Cau de les Goges,Point(2.830623833 42.028829371),Espanha,,,,
10872,Cau de les Goges,Point(2.850319735 42.02660509),Espanha,,,,
10873,Cau del Cirer,Point(2.014337255 42.031810255),Espanha,,,,
10874,Cau del Conill,Point(1.572768221 41.491403298),Espanha,,,,
10875,Cau del Diable,Point(1.419485429 41.920046619),Espanha,,,,
10876,Cau del Duc d'Ullà,Point(3.12402778 42.05443333),Espanha,,,,
10877,Cau del Llop,Point(2.163761377 41.755552973),Espanha,,,,
10878,Cau del Teixó,Point(1.773363531 41.474883775),Espanha,,,,
10879,Cau del Vent,Point(0.849725575 41.486631165),Espanha,,,,
10880,Cave Springs Cowboy Camp,Point(-109.752343 38.156936),Estados Unidos,,,,
10881,Cave shanjuan,Point(119.66116 31.30327),China,,,,
10882,Cavera de Borrassers,Point(2.067026764 42.099078444),Espanha,,,,
10883,Caverna Alambari Nova,Point(-48.665277777 -24.557222222),Brasil,,,,
10884,Caverna Alambari de Cima,Point(-48.664444444 -24.554722222),Brasil,,,,
10885,Caverna Amigos,Point(-48.698888888 -24.572222222),Brasil,,,,
10886,Caverna Ana Maria,Point(-48.608888888 -24.535833333),Brasil,,,,
10887,Caverna Anfíbio,Point(-48.681666666 -24.521111111),Brasil,,,,
10888,Caverna Anjo,Point(-48.742222222 -24.572777777),Brasil,,,,
10889,Caverna Antonio da Bulha d'Água,Point(-48.500555555 -24.335),Brasil,,,,
10890,Caverna Apidima,Point(22.364166666 36.661666666),Grécia,,,4.0,
10891,Caverna Apidima,Point(22.361747 36.666946),Grécia,,,4.0,
10892,Caverna Apollo 11,Point(17.1 -27.75),Namíbia,,,,
10893,Caverna Araponga,Point(-48.500555555 -24.335),Brasil,,,,
10894,Caverna Arataca,Point(-48.587222222 -24.461944444),Brasil,,,,
10895,Caverna Ayyalon,Point(34.9275 31.9103),Israel,,,,2500.0
10896,Caverna Baredine,Point(13.661692 45.270304),Croácia,,132.0,117.0,150.0
10897,Caverna Blombos,Point(21.2225 -34.414444444),África do Sul,,,,
10898,Caverna Bruniquel,Point(1.676212 44.062015),França,,,,
10899,Caverna Cafezal,Point(-48.72075 -24.517218),Brasil,,,,
10900,Caverna Chapéu,Point(-48.590277777 -24.431388888),Brasil,,,,
10901,Caverna Chapéu Mirim I,Point(-48.60277778 -24.43111111),Brasil,,,,
10902,Caverna Chapéu Mirim I e II,Point(-48.586666666 -24.431944444),Brasil,,,,
10903,Caverna Chapéu Mirim I e II,Point(-48.602777777 -24.431111111),Brasil,,,,
10904,Caverna Chapéu Mirim II,Point(-48.586666666 -24.431944444),Brasil,,,,
10905,Caverna Denisova,Point(84.676205555 51.397580555),Rússia,,,670.0,
10906,Caverna Eirós,Point(-7.211222 42.768028),Espanha,,,,
10907,Caverna Ilítia,Point(25.205426 35.324553),Grécia,,,,
10908,Caverna Kitum,Point(34.5802 1.04914),Quénia,,,,200.0
10909,Caverna Luobi,Point(109.54805556 18.33111111),China,,,,
10910,Caverna Luobi,Point(109.5478 18.3304),China,,,,
10911,Caverna Morro Preto,Point(-48.69833333 -24.52194444),Brasil,,,,
10912,Caverna Nehal Hemar,Point(35.2939 31.1392),Israel,,,,
10913,Caverna Ouro Grosso,Point(-48.676944444 -24.542222222),Brasil,,,,
10914,Caverna Pa'ar,Point(35.385277777 33.031388888),Israel,,,,
10915,Caverna Paglicci,Point(15.615198888 41.654406944),Itália,,,,
10916,Caverna Santana,Point(-48.7061 -24.5334),Brasil,,,,
10917,Caverna Shanidar,Point(44.2433 36.8006),Iraque,,,,
10918,Caverna Skhul,Point(34.95851944 32.62586389),Israel,,,,
10919,Caverna Tabun,Point(34.965555555 32.670555555),Israel,,,,
10920,Caverna Tabun,Point(34.9655 32.6705),Israel,,,,
10921,Caverna Temimina I,Point(-48.570277777 -24.390277777),Brasil,,,,
10922,Caverna Temimina II,Point(-48.568611111 -24.384444444),Brasil,,,,
10923,Caverna Tischofer,Point(12.1966168 47.5924159),Áustria,,,,
10924,Caverna Toquepala,Point(-70.717986111 -17.304336111),Peru,,,,
10925,Caverna Torras,Point(-41.312361111 -12.878333333),Brasil,,,618.0,
10926,Caverna Voronya,Point(40.362222222 43.409722222),Abecásia,,2199.0,,
10927,Caverna Voronya,Point(40.362222222 43.409722222),Geórgia,,2199.0,,
10928,Caverna Wezmeh,Point(46.647949 34.058576),Irão,,,,
10929,Caverna da Araponga,Point(-41.418891 -12.550438),Brasil,,,,
10930,Caverna da Laja Alta,Point(-5.5 36.43333333),Espanha,,,,
10931,Caverna da Pedra Pintada,Point(-52.73333333 -5.66666667),Brasil,,,,
10932,Caverna das Andorinhas,Point(-99.098888888 21.599722222),México,,,,
10933,Caverna das Aranhas,Point(-48.588888888 -24.434444444),Brasil,,,,
10934,Caverna de Addaura,Point(13.35306389 38.18640833),Itália,,,,
10935,Caverna de Altamira,Point(-4.11667 43.38333),Espanha,,,95.0,
10936,Caverna de Altamira,Point(-4.11975 43.376944444),Espanha,,,95.0,
10937,Caverna de Altamira e arte rupestre paleolítica do norte da Espanha,Point(-4.11611111 43.3825),Espanha,,,,
10938,Caverna de Barbarossa,Point(11.036388888 51.375555555),Alemanha,,,141.0,
10939,Caverna de Chauvet,Point(4.4161408 44.3881219),França,,,,
10940,Caverna de Cosquer,Point(5.449166666 43.202777777),França,,,,
10941,Caverna de Damlataş,Point(31.99 36.542222222),Turquia,,,,
10942,Caverna de Damlataş,Point(31.988222222 36.542330555),Turquia,,,,
10943,Caverna de El Castillo,Point(-3.9655 43.2923),Espanha,,,,
10944,Caverna de El Pendo,Point(-3.912222222 43.388055555),Espanha,,,,
10945,Caverna de Font de Gaume,Point(1.028888888 44.934722222),França,,,,
10946,Caverna de Gargas,Point(0.53611111 43.05527778),França,,,,
10947,Caverna de Gargas,Point(0.519166666 43.051944444),França,,,,
10948,Caverna de Gorham,Point(-5.342395 36.120771),Reino Unido,,,,
10949,Caverna de Kebara,Point(34.936672222 32.557719444),Israel,,,60.0,
10950,Caverna de La Pasiega,Point(-3.9658 43.2889),Espanha,,,,
10951,Caverna de Las Chimeneas,Point(-3.964444444 43.289444444),Espanha,,,,
10952,Caverna de Las Monedas,Point(-3.9673 43.29273),Espanha,,,,
10953,Caverna de Las Monedas,Point(-3.9675 43.288888888),Espanha,,,,
10954,Caverna de Les Combarelles,Point(1.042222 44.943611),França,,,,
10955,Caverna de Les Trois-Frères,Point(1.212097 43.03216),França,,,,
10956,Caverna de Melidoni,Point(24.72971 35.38401),Grécia,,,,
10957,Caverna de Melidoni,Point(24.729562 35.384454),Grécia,,,,
10958,Caverna de Movile,Point(28.600555555 43.831944444),Roménia,,,,
10959,Caverna de Nerja,Point(-3.844861111 36.762),Espanha,,,,
10960,Caverna de Nova Athos,Point(40.790555555 43.100555555),Abecásia,,,,1900.0
10961,Caverna de Nova Athos,Point(40.790555555 43.100555555),Geórgia,,,,1900.0
10962,Caverna de Okladnikov,Point(84.037126 51.732126),Rússia,,,,
10963,Caverna de Pech Merle,Point(1.644444 44.508056),França,,,,
